,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.4948093528669836,0.6319006500436597,0.7656932182012225,0.827010769380033,0.8643640244494033
macro_acc,0.4091437946689016,0.5411261939946344,0.6886190102195537,0.7601344022673912,0.8143453280405711
mrr,0.3906244946799909,0.4410950486724233,0.46297396129306484,0.4591140708197078,0.4555693310234169
