,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.4944212671000291,0.6306393713010575,0.7636557679247113,0.8255554477539536,0.8614533811972446
macro_acc,0.40931432971313747,0.5390150066705005,0.6851929042296218,0.7583908464037831,0.8095143073402928
mrr,0.3854985285081336,0.4252061705636946,0.4289152386804468,0.4157530623597374,0.40563115901124486
