,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.5195498205103328,0.6355874648297274,0.7541476666343262,0.8167264965557388,0.8545648588338023
macro_acc,0.4331695739881227,0.554388276705712,0.680279789657065,0.7531707859087736,0.8073336622864556
mrr,0.4094789948578636,0.4465622069143947,0.46020757968463416,0.4574443354689789,0.45377628109255536
