,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.4836518870670418,0.6185116910837295,0.7587076743960415,0.821092461433977,0.859027845153779
macro_acc,0.3960953358602026,0.5275481996405688,0.6774669349319323,0.7549009826741786,0.8085639245542712
mrr,0.3758934057760098,0.4109601888684066,0.4309964256068845,0.43579106177825494,0.43786240406072324
