,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.32967885902784516,0.4265062578829921,0.5539924323275444,0.618899776850684,0.6723585912486659
macro_acc,0.4198746121567339,0.5352723450861412,0.66905481298025,0.7395819248637153,0.7806346095227908
mrr,0.24858510397464506,0.2973157401118981,0.34503127016467466,0.364385348920131,0.3767205274557615
