,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.4742408072183953,0.6032793247307655,0.7314446492674881,0.7913068788202192,0.8314737557000097
macro_acc,0.3921521913823361,0.5201337919684307,0.6636729810064848,0.7315043033572451,0.7889400810388303
mrr,0.37403382814268615,0.42202386727466773,0.4480513320427941,0.44730209313987324,0.4463182511053581
