,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.36800232851460174,0.4599786552828175,0.5796060929465412,0.6481032308140099,0.7030173668380713
macro_acc,0.4739626524090041,0.5815666791131499,0.7000196748861792,0.7677701779471584,0.8054043996853527
mrr,0.2620064034151547,0.28002005109795935,0.29226434954823427,0.2960543178671635,0.2983517652487177
