,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.3797419229649753,0.4764723003783836,0.5926069661395168,0.6619772969826332,0.7145629184049676
macro_acc,0.4805880507174075,0.5935845332264312,0.7075777269154512,0.7759353370307263,0.8102965088752729
mrr,0.2922609229973157,0.334909931761586,0.37044033874343374,0.3868197825265837,0.39935053438073415
