,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.3786746871058504,0.47346463568448627,0.5895993014456195,0.6574172892209178,0.7083535461336955
macro_acc,0.4794883497521193,0.5906599241207385,0.706384735317669,0.7734343841795519,0.8093650819635624
mrr,0.28768474499531066,0.32173603699750974,0.3446900395939883,0.3514824626447795,0.3570501314481517
