,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.3791597943145435,0.47559910740273603,0.5929950519064713,0.6574172892209178,0.7123314252449792
macro_acc,0.4809444911225507,0.5915536194497726,0.7087032011480326,0.7746498586468431,0.8104071443598838
mrr,0.28619708288865175,0.32177484557420527,0.3476829970693364,0.360762668817874,0.36923874981322113
