,Top-3,Top-5,Top-10,Top-15,Top-20
micro_acc,0.3489861259338314,0.4269913650916853,0.5337149510041719,0.5999805957116523,0.6605219753565538
macro_acc,0.5004344548585825,0.5870350415558158,0.703173244223393,0.7650507578244744,0.8047894691054888
mrr,0.25566766922156464,0.2734225930597329,0.28767523535399736,0.292846142193673,0.2962269956746418
